konto 1 (Doris Kruth, id 4111194444, kundnr 1): 499150.0
konto 3137 (Maria Efternamn1069, id 198108122386, kundnr 3137): 215024.0
konto 3138 (Rickard Efternamn2680, id 198109132392, kundnr 3138): 215028.0
konto 3139 (Olivia Efternamn1188, id 198109222383, kundnr 3139): 215028.0
konto 3140 (Mia Efternamn1202, id 198109262389, kundnr 3140): 215028.0
konto 3141 (Rafael Efternamn1436, id 198110082396, kundnr 3141): 212104.0
konto 3142 (Vanna Efternamn3248, id 198111082387, kundnr 3142): 324024.0
konto 3143 (Tanja Efternamn1438, id 198111252386, kundnr 3143): 325010.0
konto 3144 (Maja Efternamn1796, id 198112092385, kundnr 3144): 215024.0
konto 3145 (Saga Efternamn1818, id 198112172385, kundnr 3145): 212104.0
konto 3146 (Jonatan Efternamn2197, id 198203232395, kundnr 3146): 215029.0
konto 3147 (Jens Efternamn1810, id 198010182395, kundnr 3147): 212104.0
konto 3148 (Ing-Charlotte Efternamn3650, id 198010232380, kundnr 3148): 212104.0
konto 3149 (Gertie Efternamn3673, id 198010312380, kundnr 3149): 215006.0
konto 3150 (Anton Efternamn1066, id 198011092395, kundnr 3150): 212104.0
konto 3151 (Herman Efternamn1042, id 198011112391, kundnr 3151): 212104.0
konto 3152 (Jonathan Efternamn3816, id 198011122390, kundnr 3152): 215006.0
konto 3153 (Max Efternamn2187, id 198011242396, kundnr 3153): 215028.0
konto 3154 (Markus Efternamn1993, id 198011282392, kundnr 3154): 212104.0
konto 3155 (Martin Efternamn3859, id 198011292391, kundnr 3155): 215028.0
konto 3156 (Sonja Kristin Efternamn2340, id 198012042381, kundnr 3156): 325010.0
konto 3157 (Folke Efternamn1427, id 198012222397, kundnr 3157): 325010.0
konto 3158 (Alvin Efternamn3455, id 198101232398, kundnr 3158): 325010.0
konto 3159 (Filip Efternamn2553, id 198102092395, kundnr 3159): 215006.0
konto 3160 (Tommy Efternamn1424, id 198102162396, kundnr 3160): 215006.0
konto 3161 (Emmi Efternamn1791, id 198102192385, kundnr 3161): 215028.0
konto 3162 (Ella Efternamn2147, id 198103182385, kundnr 3162): 212104.0
konto 3163 (Steve Efternamn1229, id 197705172398, kundnr 3163): 215006.0
konto 3164 (Bosse Efternamn2935, id 197705202393, kundnr 3164): 212104.0
konto 3165 (Stefan Efternamn3493, id 197705222391, kundnr 3165): 212104.0
konto 3166 (Jarmo Thomas Efternamn2730, id 197706032393, kundnr 3166): 215028.0
konto 3167 (Harald Efternamn3285, id 197706072399, kundnr 3167): 215028.0
konto 3168 (Gunilla Efternamn3709, id 197706252389, kundnr 3168): 215028.0
konto 3169 (Åke Efternamn2729, id 197707012394, kundnr 3169): 215028.0
konto 3170 (John Efternamn2330, id 197707072398, kundnr 3170): 212104.0
konto 3171 (Sven Bertil Efternamn3906, id 197707112392, kundnr 3171): 325010.0
konto 3172 (Jörgen August Efternamn3496, id 197707162397, kundnr 3172): 215028.0
konto 3173 (Jan Efternamn2945, id 197707262395, kundnr 3173): 215028.0
konto 3174 (Elle Efternamn3050, id 197709042381, kundnr 3174): 215028.0
konto 3175 (Kerstin Marianne Efternamn1658, id 197709192384, kundnr 3175): 215028.0
konto 3176 (Viktoria Efternamn2162, id 197710042388, kundnr 3176): 215028.0
konto 3177 (Lisa Efternamn1843, id 197710062386, kundnr 3177): 215028.0
konto 3178 (Alex Efternamn2946, id 197710092391, kundnr 3178): 215028.0
konto 3179 (Martin James Efternamn3323, id 197710122396, kundnr 3179): 212104.0
konto 3180 (Lena Efternamn1467, id 197710152385, kundnr 3180): 215028.0
konto 3181 (Victoria Efternamn3522, id 197710192381, kundnr 3181): 215028.0
konto 3182 (Katarina Efternamn1845, id 197710232385, kundnr 3182): 212104.0
konto 3183 (Olga Efternamn2779, id 197710242384, kundnr 3183): 215028.0
konto 3184 (Johan Efternamn3912, id 197711042395, kundnr 3184): 215028.0
konto 3185 (Ulla Kristina Efternamn3906, id 197711139308, kundnr 3185): 324023.0
konto 3186 (Ärna Efternamn1179, id 197711172382, kundnr 3186): 215028.0
konto 3187 (Johanna Lisbeth Efternamn3419, id 197712062384, kundnr 3187): 215024.0
konto 3188 (Donia Efternamn2042, id 197712262380, kundnr 3188): 215028.0
konto 3189 (Bengt Efternamn3523, id 197802072392, kundnr 3189): 215028.0
konto 3190 (Susanne Natali Efternamn3524, id 197802202387, kundnr 3190): 215024.0
konto 3191 (Anders Efternamn2593, id 197802242391, kundnr 3191): 215024.0
konto 3192 (Shayan Efternamn3099, id 197803012397, kundnr 3192): 324024.0
konto 3193 (Anna Efternamn3859, id 197803132385, kundnr 3193): 325010.0
konto 3194 (Emeli Efternamn1662, id 197803172381, kundnr 3194): 212104.0
konto 3195 (Martin Efternamn3252, id 197803192397, kundnr 3195): 325010.0
konto 3196 (Hektor Efternamn2387, id 197803212393, kundnr 3196): 215028.0
konto 3197 (Jesper Bo Efternamn2178, id 197803319305, kundnr 3197): 325010.0
konto 3198 (Tage Efternamn2896, id 197805062390, kundnr 3198): 215028.0
konto 3199 (Tindra Efternamn1789, id 197805082380, kundnr 3199): 212104.0
konto 3200 (Iman Efternamn2594, id 197805122384, kundnr 3200): 215028.0
konto 3201 (Susana Efternamn2231, id 197805142382, kundnr 3201): 212104.0
konto 3202 (Helena Efternamn3455, id 197806242389, kundnr 3202): 215028.0
konto 3203 (Bo Efternamn1850, id 197807182394, kundnr 3203): 215028.0
konto 3204 (Claus Efternamn3433, id 197808152396, kundnr 3204): 215028.0
konto 3205 (Texas Efternamn3250, id 197808222397, kundnr 3205): 215028.0
konto 3206 (Flora Efternamn2216, id 197809179307, kundnr 3206): 215020.0
konto 3207 (Brian Efternamn3325, id 197810042395, kundnr 3207): 215028.0
konto 3208 (Manara Efternamn2755, id 197812142383, kundnr 3208): 324023.0
konto 3209 (Hassan Efternamn3260, id 197812252398, kundnr 3209): 212104.0
konto 3210 (Teddy Ulf Efternamn3852, id 197901012398, kundnr 3210): 324024.0
konto 3211 (Janice Efternamn1643, id 197901022389, kundnr 3211): 215024.0
konto 3212 (Deborah Efternamn1080, id 197901212386, kundnr 3212): 215024.0
konto 3213 (Matti Efternamn1832, id 197902052393, kundnr 3213): 215028.0
konto 3214 (Kajsa Maria Efternamn1034, id 197902199285, kundnr 3214): 325010.0
konto 3215 (Susanna Efternamn2207, id 197903052384, kundnr 3215): 215024.0
konto 3216 (Esso Efternamn1081, id 197903182397, kundnr 3216): 215028.0
konto 3217 (Mats Efternamn2704, id 197903282395, kundnr 3217): 215028.0
konto 3218 (Jenny Efternamn2014, id 197904022386, kundnr 3218): 215029.0
konto 3219 (Åke Efternamn3687, id 197904022394, kundnr 3219): 324024.0
konto 3220 (Leila Efternamn3232, id 197904072381, kundnr 3220): 215028.0
konto 3221 (Josef Efternamn3442, id 197904072399, kundnr 3221): 215006.0
konto 3222 (Gabriella Efternamn2516, id 197904112385, kundnr 3222): 215028.0
konto 3223 (Helena Efternamn2211, id 197904152381, kundnr 3223): 215024.0
konto 3224 (Lena Efternamn1744, id 197904232381, kundnr 3224): 215024.0
konto 3225 (Jaana Efternamn3888, id 197905042383, kundnr 3225): 215028.0
konto 3226 (Lenny Efternamn1647, id 197905162397, kundnr 3226): 215024.0
konto 3227 (Roger Efternamn3690, id 197905192394, kundnr 3227): 212104.0
konto 3228 (Larissa Efternamn2729, id 197906022384, kundnr 3228): 215024.0
konto 3229 (Alma Efternamn2928, id 197906072389, kundnr 3229): 215024.0
konto 3230 (Marit Efternamn2763, id 197906112383, kundnr 3230): 215006.0
konto 3231 (Eric Efternamn2508, id 197906202390, kundnr 3231): 212104.0
konto 3232 (Julius Lage Torsten Efternamn1274, id 197906209239, kundnr 3232): 212104.0
konto 3233 (Greta Maria Efternamn3112, id 197906282384, kundnr 3233): 215028.0
konto 3234 (Markus Efternamn1452, id 197907132380, kundnr 3234): 212104.0
konto 3235 (Josefina Efternamn3891, id 197907142389, kundnr 3235): 212104.0
konto 3236 (Marta Efternamn2021, id 197907232388, kundnr 3236): 324024.0
konto 3237 (Cecilia Efternamn3617, id 197908122380, kundnr 3237): 215027.0
konto 3238 (Irene Efternamn2175, id 197908142388, kundnr 3238): 215024.0
konto 3239 (David Efternamn3659, id 197908162394, kundnr 3239): 324024.0
konto 3240 (Maari Efternamn3660, id 197909152386, kundnr 3240): 215028.0
konto 3241 (Irene Efternamn2729, id 197909202389, kundnr 3241): 215028.0
konto 3242 (Jöns Efternamn1233, id 197910022396, kundnr 3242): 212104.0
konto 3243 (Olga Efternamn1462, id 197702012381, kundnr 3243): 215028.0
konto 3244 (Lars-Göran Efternamn1092, id 197702012399, kundnr 3244): 215028.0
konto 3245 (Klara Efternamn1396, id 197702072385, kundnr 3245): 215028.0
konto 3246 (Tadde Efternamn1569, id 197702212395, kundnr 3246): 215028.0
konto 3247 (Elsa Efternamn2036, id 197703052386, kundnr 3247): 325010.0
konto 3248 (Amy Renee Efternamn3842, id 197703122387, kundnr 3248): 215020.0
konto 3249 (Vilma Efternamn1197, id 197703132386, kundnr 3249): 215028.0
konto 3250 (Eliza Efternamn2586, id 197703182381, kundnr 3250): 215028.0
konto 3251 (Johannes Wilmer Efternamn3290, id 197703272398, kundnr 3251): 215006.0
konto 3252 (Philip Carl-Uno Efternamn2776, id 197703279336, kundnr 3252): 325015.0
konto 3253 (Ylva Efternamn3512, id 197704092381, kundnr 3253): 215028.0
konto 3254 (Jim Efternamn1840, id 197704132393, kundnr 3254): 324024.0
konto 3255 (Gunn Efternamn3621, id 197704182380, kundnr 3255): 215006.0
konto 3256 (Sandra Efternamn2362, id 197704272389, kundnr 3256): 215028.0
konto 3257 (Karin Efternamn2686, id 193801147061, kundnr 3257): 215020.0
konto 3258 (Vilhelmina Efternamn3147, id 193804139149, kundnr 3258): 215025.0
konto 3259 (Maria Efternamn1479, id 193804169245, kundnr 3259): 215024.0
konto 3260 (Maja Efternamn1672, id 193805259169, kundnr 3260): 325016.0
konto 3261 (Nils Fredrik Efternamn2317, id 193810157093, kundnr 3261): 212104.0
konto 3262 (Anders Efternamn1292, id 193812192395, kundnr 3262): 215025.0
konto 3263 (Ingrid Gunilla Efternamn2678, id 193812217044, kundnr 3263): 215020.0
konto 3264 (Vivianne Marianne Efternamn3906, id 193902218886, kundnr 3264): 325010.0
konto 3265 (Johanna Efternamn1969, id 193905165407, kundnr 3265): 325010.0
konto 3266 (Per August Efternamn1481, id 193907189090, kundnr 3266): 215020.0
konto 3267 (Lisbeth Efternamn2152, id 193910179203, kundnr 3267): 325015.0
konto 3268 (Bernt Olof Efternamn2678, id 193910288194, kundnr 3268): 215020.0
konto 3269 (Siv Inez Maria Efternamn2678, id 193911152381, kundnr 3269): 215006.0
konto 3270 (Erkii Efternamn3227, id 193912298894, kundnr 3270): 324023.0
konto 3271 (Jens Efternamn1266, id 194102033877, kundnr 3271): 215029.0
konto 3272 (Gunnar Åke Efternamn1369, id 194208106593, kundnr 3272): 215020.0
konto 3273 (Teuvo Johannes Efternamn2615, id 194302096997, kundnr 3273): 215020.0
konto 3274 (Valter Efternamn1256, id 194303193454, kundnr 3274): 212104.0
konto 3275 (Greger Efternamn2600, id 194305166995, kundnr 3275): 215002.0
konto 3276 (Jane Pamela Efternamn3351, id 194310308442, kundnr 3276): 212104.0
konto 3277 (Anders Göran Efternamn3544, id 194311097093, kundnr 3277): 212104.0
konto 3278 (Lena Hilda Efternamn2854, id 194401253424, kundnr 3278): 215002.0
konto 3279 (Katarina Efternamn3076, id 194404277461, kundnr 3279): 325016.0
konto 3280 (Bengt Efternamn2915, id 194406187692, kundnr 3280): 215029.0
konto 3281 (Sven Arne Efternamn3045, id 194412312391, kundnr 3281): 215032.0
konto 3282 (Taxelina Efternamn3636, id 194503135883, kundnr 3282): 325016.0
konto 3283 (Asta Svea Efternamn2944, id 194511102388, kundnr 3283): 324023.0
konto 3284 (Sofia Efternamn2560, id 194607054725, kundnr 3284): 324023.0
konto 3285 (Simone Efternamn2354, id 195009101824, kundnr 3285): 215006.0
konto 3286 (Alfredo Efternamn3356, id 195102031753, kundnr 3286): 215002.0
konto 3287 (Jan Arvid Efternamn2156, id 195103181870, kundnr 3287): 324024.0
konto 3288 (Orvar Efternamn3410, id 195105292832, kundnr 3288): 212104.0
konto 3289 (Kai Antero Efternamn3932, id 195205131575, kundnr 3289): 212103.0
konto 3290 (Rut Anny Efternamn2680, id 195209242303, kundnr 3290): 215020.0
konto 3291 (Mauritza Efternamn3155, id 195306172460, kundnr 3291): 215032.0
konto 3292 (Charles Efternamn1745, id 195308072395, kundnr 3292): 324024.0
konto 3293 (Sibyl Gurli Efternamn2708, id 195309192382, kundnr 3293): 215020.0
konto 3294 (Åsa Efternamn1773, id 195311032121, kundnr 3294): 212103.0
konto 3295 (Peter Efternamn1873, id 195401018659, kundnr 3295): 215025.0
konto 3296 (Tove Love Efternamn1179, id 195401030423, kundnr 3296): 215025.0
konto 3297 (Peter Efternamn2152, id 195401044291, kundnr 3297): 215002.0
konto 3298 (Sisi Ester Efternamn3842, id 195401180467, kundnr 3298): 215020.0
konto 3299 (Saira Efternamn1459, id 195401218143, kundnr 3299): 212104.0
konto 3300 (Lise-Lotte Carin Cecilia Efternamn3422, id 195402192222, kundnr 3300): 324023.0
konto 3301 (John Efternamn2624, id 195403102303, kundnr 3301): 215020.0
konto 3302 (Ivan Efternamn1210, id 195409042172, kundnr 3302): 324024.0
konto 3303 (Katharina Efternamn2852, id 195410181969, kundnr 3303): 215020.0
konto 3304 (Nora Efternamn2717, id 195503072067, kundnr 3304): 215024.0
konto 3305 (Mahmud Efternamn3937, id 195607222394, kundnr 3305): 325010.0
konto 3306 (Eva-Marie Efternamn2317, id 195611012765, kundnr 3306): 324023.0
konto 3307 (Wernher Efternamn2797, id 195611242859, kundnr 3307): 325016.0
konto 3308 (Tore Efternamn1034, id 195805133138, kundnr 3308): 325010.0
konto 3309 (Maria Teresia Efternamn2401, id 195902262806, kundnr 3309): 212104.0
konto 3310 (Dimitrios Efternamn3224, id 195907029911, kundnr 3310): 324023.0
konto 3311 (Manuel Efternamn2315, id 195907113178, kundnr 3311): 325016.0
konto 3312 (Lennart Åke Efternamn3031, id 196001252532, kundnr 3312): 215020.0
konto 3313 (Christer Tor-Ulf Sven Efternamn3133, id 196010113030, kundnr 3313): 215020.0
konto 3314 (Petra Efternamn2902, id 196010272661, kundnr 3314): 325010.0
konto 3315 (Peter Efternamn2622, id 196101122650, kundnr 3315): 215020.0
konto 3316 (Lena Maria Efternamn2152, id 196103123227, kundnr 3316): 215025.0
konto 3317 (Ulf Efternamn3239, id 196107162791, kundnr 3317): 324023.0
konto 3318 (Barbro Efternamn1030, id 196303113366, kundnr 3318): 325016.0
konto 3319 (Kim Efternamn3535, id 196304213389, kundnr 3319): 324023.0
konto 3320 (Mats Peter Efternamn2408, id 196306253151, kundnr 3320): 325010.0
konto 3321 (Henrik Efternamn2178, id 196404153832, kundnr 3321): 325010.0
konto 3322 (Jan Efternamn2466, id 196408102991, kundnr 3322): 324023.0
konto 3323 (Mark Efternamn3248, id 196502013755, kundnr 3323): 325016.0
konto 3324 (John Efternamn1016, id 196507132758, kundnr 3324): 325015.0
konto 3325 (Ann-Marie Elisabeth Efternamn3841, id 196605253225, kundnr 3325): 215027.0
konto 3326 (Peder Ralf Efternamn3135, id 196606063193, kundnr 3326): 324024.0
konto 3327 (Lars Einar Efternamn1040, id 196607303119, kundnr 3327): 215032.0
konto 3328 (Pyret Efternamn2152, id 196705053723, kundnr 3328): 215020.0
konto 3329 (Soning Efternamn1855, id 196802279296, kundnr 3329): 325010.0
konto 3330 (Sigun Efternamn1969, id 196808199266, kundnr 3330): 325010.0
konto 3331 (Ansgar Efternamn3228, id 196907289299, kundnr 3331): 324024.0
konto 3332 (Petter Efternamn2849, id 196910149290, kundnr 3332): 215024.0
konto 3333 (Nils Efternamn3729, id 197205229292, kundnr 3333): 215020.0
konto 3334 (Hans Olof Efternamn1857, id 197209189294, kundnr 3334): 215020.0
konto 3335 (Frida Carolina Efternamn3038, id 197404279288, kundnr 3335): 325016.0
konto 3336 (Anne Mary Efternamn1115, id 197405269288, kundnr 3336): 215020.0
konto 3337 (Abelina Efternamn1274, id 197412129269, kundnr 3337): 212104.0
konto 3338 (Karl Johan Efternamn1214, id 197504049292, kundnr 3338): 215024.0
konto 3339 (Liza Miranda Efternamn2784, id 197601092385, kundnr 3339): 215028.0
konto 3340 (Noel Efternamn2380, id 197602112398, kundnr 3340): 215028.0
konto 3341 (Kim Efternamn2022, id 197602122389, kundnr 3341): 215028.0
konto 3342 (Niklas Efternamn3114, id 197602172392, kundnr 3342): 215028.0
konto 3343 (Britta Efternamn2198, id 197602212388, kundnr 3343): 215028.0
konto 3344 (Mikael Efternamn2930, id 197603272399, kundnr 3344): 215028.0
konto 3345 (Nicole Efternamn3320, id 197604032388, kundnr 3345): 215028.0
konto 3346 (Marie Efternamn2741, id 197604092382, kundnr 3346): 212104.0
konto 3347 (Folke Noel Efternamn1040, id 197605212393, kundnr 3347): 325010.0
konto 3348 (Majbritt Efternamn3231, id 197606082381, kundnr 3348): 212104.0
konto 3349 (Mira Efternamn1088, id 197606162381, kundnr 3349): 215028.0
konto 3350 (Ingrid Alexandrina Rut Efternamn2678, id 197607119349, kundnr 3350): 215020.0
konto 3351 (Rolf Göran Efternamn3895, id 197608012394, kundnr 3351): 215028.0
konto 3352 (Clarisse Efternamn3240, id 197608072380, kundnr 3352): 215028.0
konto 3353 (Annika Efternamn1039, id 197608252388, kundnr 3353): 215028.0
konto 3354 (Freya Efternamn2189, id 197608282385, kundnr 3354): 215006.0
konto 3355 (Ulf Efternamn2029, id 197609099259, kundnr 3355): 324024.0
konto 3356 (Axel Efternamn2031, id 197611112397, kundnr 3356): 215028.0
konto 3357 (Amanda Efternamn2386, id 197006121144, kundnr 3357): 215020.0
konto 3358 (Lars Evert Efternamn2678, id 197612182399, kundnr 3358): 215006.0
konto 3359 (Gertrud Edla Efternamn2678, id 197612312384, kundnr 3359): 215020.0
konto 3360 (Leo Efternamn3511, id 197701102399, kundnr 3360): 215006.0
konto 3361 (Miriam Efternamn1091, id 197701242385, kundnr 3361): 325010.0
konto 3362 (Proviva Efternamn1342, id 200112142393, kundnr 3362): 212104.0
konto 3363 (Tobias Mats Andreas Efternamn3892, id 200202022398, kundnr 3363): 215028.0
konto 3364 (Anna Efternamn3007, id 200205062383, kundnr 3364): 215020.0
konto 3365 (Vanessa Efternamn3467, id 200210202388, kundnr 3365): 215027.0
konto 3366 (Ärtan Efternamn1344, id 200211172382, kundnr 3366): 215020.0
konto 3367 (Jerry Efternamn1531, id 200212292395, kundnr 3367): 215006.0
konto 3368 (Charlotte Efternamn1812, id 200302202387, kundnr 3368): 325010.0
konto 3369 (Mary Efternamn3345, id 200402252381, kundnr 3369): 212104.0
konto 3370 (Anton Efternamn1949, id 200407202399, kundnr 3370): 215028.0
konto 3371 (Bonnie Efternamn1987, id 200501172381, kundnr 3371): 212104.0
konto 3372 (Victoria Efternamn1144, id 200808122386, kundnr 3372): 215028.0
konto 3373 (Janne Efternamn2547, id 199906192399, kundnr 3373): 215006.0
konto 3374 (Tim Efternamn1078, id 200605162395, kundnr 3374): 212104.0
konto 3375 (Patricia Erika Efternamn3048, id 200710122383, kundnr 3375): 215006.0
konto 3376 (Mattias Oscar Efternamn1769, id 200710122391, kundnr 3376): 325010.0
konto 3377 (Tore Magnus Efternamn3253, id 200711042390, kundnr 3377): 325010.0
konto 3378 (Vartin Martin Efternamn3070, id 200711112383, kundnr 3378): 324024.0
konto 3379 (Kevin Efternamn2807, id 200801082397, kundnr 3379): 212104.0
konto 3380 (Torgny Troy Efternamn2189, id 200802172395, kundnr 3380): 212104.0
konto 3381 (Katalin Efternamn3419, id 200802182386, kundnr 3381): 215025.0
konto 3382 (Acke Rinaldo Efternamn1426, id 200803092394, kundnr 3382): 212104.0
konto 3383 (Igor Efternamn2027, id 200803112390, kundnr 3383): 212104.0
konto 3384 (Michelle Efternamn3759, id 200803292382, kundnr 3384): 215028.0
konto 3385 (Larza Efternamn1692, id 200805072394, kundnr 3385): 212104.0
konto 3386 (Anna Efternamn2136, id 200805182383, kundnr 3386): 215028.0
konto 3387 (Olivia Efternamn1693, id 200805312386, kundnr 3387): 215028.0
konto 3388 (Nina Efternamn2170, id 200806262382, kundnr 3388): 212104.0
konto 3389 (Ceasar Efternamn3441, id 200808032395, kundnr 3389): 212104.0
konto 3390 (Mirjam Efternamn2213, id 200812162386, kundnr 3390): 212104.0
konto 3391 (Klara Matilda Efternamn2088, id 200901072389, kundnr 3391): 324024.0
konto 3392 (Lena Maria Sofi Efternamn1599, id 200901122382, kundnr 3392): 215028.0
